Unnamed: 0,Unnamed: 0.1,id,tweet,orginal,1DI_C,1AG_C,1T_C,,2DI_C,2AG_C,2T_C,,G3DI_C,G3AG_C,G3T_C,,G4DI_C,G4AG_C,G4T_C,1T,2T,G4T,G3T
130,,16185,RT @Jim_McCloskey: Why does Hawkeye have to be in the Avengers? He's such a pussy,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
131,,14325,"RT @0hallis0n: ""This is J Cole you fucking queer""",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
132,,6229,@gvvenivere learn how to type ya hillbilly,1,1,1,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
133,,24702,"maddie, karissa, Ireland, cierra and I have gotten so close I'd kill a bitch for them tbh",1,0,1,0,,1,2,1,,1,1,1,,1,2,1,0,1,1,1
134,,19914,RT @kyanne_smith: @rahshauna. You arent a bitch.,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,0,0,1,0
135,,7362,@thereal_2raw He actually good lol don't hoe him. But I mean that's some road to glory shit &gt;Go to Northern Illinois* *Undefeated &amp; Heisman*,1,1,1,1,,1,1,1,,1,1,1,,1,2,1,0,0,0,0
136,,20116,RT @mikcakers: But then again i aint never worried bout no bitch nor nigga !!,0,0,2,1,,0,2,0,,1,2,1,,0,2,0,1,1,1,1
137,,6054,"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done",1,1,0,0,,1,0,0,,1,2,1,,1,2,1,1,1,1,1
138,,18780,RT @__DayAnnaa: Bobby bitch bobby bitch &#128293;&#128293;&#128520;,1,1,1,1,,1,2,1,,1,2,1,,1,2,1,0,1,1,0
139,,15743,RT @GreaterThn: When you see bae retweet or mention some hoe http://t.co/864iI0yIoV,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,0,0,1,1
140,,17287,"RT @Pinche_Adina: ""@StayWavyBruh: These hoes getting pregnant just to put some shit like ShaqualidaeMommy, BarackeishaMommy in they IG Bio&#8230;",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
141,,2516,"@AntonioFrench The ""You&#8217;re going 2have 2 KILL crackers &amp; their babies&#8221; New Black Panthers #CredibilityShot #FergusonRiot #Justice4MikeBrown",1,1,2,1,,1,2,1,,1,2,1,,1,1,1,1,1,1,1
142,,8863,Damn hoe.. You so ugly even hello kitty said goodbye.,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,0,1,1
143,,23125,What's up with all these bitches in bed clothes...? Walking the streets like that shit is cute.,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,0,1,1
144,,14207,Plot twist I fucked your bitch,1,1,2,1,,1,2,1,,1,1,1,,1,1,1,0,1,1,1
145,,16655,RT @LoveAmari_x: I would never be with someone that's afraid to tell niggas and bitches we're together. I look like a secret? Fuck outta h&#8230;,0,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
146,,14273,Punch that hoe cause she deserve it.,1,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
147,,23944,You're a bitch &amp; I hate you,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
148,,15261,RT @DailyRapFacts: .@YG is the voice behind @DJmustard&#8217;s &#8220;Mustard on the beat hoe,1,1,1,1,,1,1,1,,1,1,1,,1,0,1,0,1,1,0
149,,3782,@Joe_Schmucc Dog Government jobs is the SHIT. I done got my last few off that bitch.,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,0,1,0
150,,4875,@SpecialEd24 gotta turn the hoe into housewife,1,1,1,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
151,,21151,Shaved pussy ho gets serious anal sex&#160;here! http://t.co/ECvvmwfh88,0,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
152,,15012,"RT @CheefPolo: i hate when bitches be like ""deeper, deeper"" bitch what u thought i had some spare dick in my back pocket i was saving?",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
153,,1050,&#128543; &#8220;@DubPeeWorld: So the new wave is bitches wearing mini shovels on their hand&#8221;,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,1,1,1
154,,22637,"Those ""tell me about yourself "" lookin ass niggas ... Ima crazy bitch that's all you need to know.",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
155,,2002,&#8220;@zooyorkinit: @whattheflocka lol love you ;)&#8221; little bitch,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,0,0,1,1
156,,14732,RT @BiggMoe_: Floyd Mayweather stay with a badd bitch lol,1,1,1,1,,1,2,1,,1,0,0,,1,2,1,0,0,1,0
157,,462,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,1,1,1
158,,24768,niggas &amp; bitches dating ugly niggas &amp; hoes kuz they can trust em then they cheat w/ the elite hoes &amp; niggas ...&#128514;&#128514;&#128514;,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
159,,2866,@CayMarieee omg bitch go to sleep it was JUST a coincidence huh ? &#9995;&#128514;,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
160,,14169,Photo: Mustard on the beat hoe #wdywt http://t.co/DKYqcnRuNO,1,1,1,1,,1,1,1,,1,1,1,,0,0,0,0,0,1,1
161,,10988,I love fat bitches. That's my fucking problem. @RooDee_Poo,1,0,2,0,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
162,,131,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",1,1,1,1,,1,1,1,,1,1,1,,1,2,1,1,1,1,1
163,,7903,"Also love angry old Irish bartenders ""pussies have one beer and ask for a glass of water, fuck them I ignore that shit""",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
164,,22205,These bitches so redundant,1,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
165,,6609,@kieffer_jason and stop being a bitch made nigga and man up and show up for that ass whooping,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
166,,15500,RT @FINALLEVEL: Follow my DOG.. he has over 17K bitches RT @CuteSpartacus: I made a golden retriever my bitch today at the park. http:// ...,1,0,1,0,,1,1,1,,1,2,1,,1,2,1,0,0,1,1
167,,13156,"Met this bitch online. Call her my ""e-bae""",1,1,1,1,,1,1,1,,1,1,1,,1,1,1,0,1,1,1
168,,1697,&#8220;@___Tamm: @VoiceOfDStreetz cuz you a hoe lol&#8221; cuz you went on your lil rant on me man!,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,1,1,1
169,,19205,RT @connorbagen: You know she's a dyke when she asks for men's golf clubs,0,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
170,,893,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Ebony | ebony texas bbw with big deep pussy http://t.co/dBbxsoW8M2",1,1,2,1,,0,2,0,,1,1,1,,0,1,0,1,1,1,1
171,,20525,"RT @supercos7: @peddoc63 @Cavemaninc @CarmineZozzora @DB103173 
Charlie understood &#128299; how to keep those percentages &#128201; lower.. http://t.co/&#8230;",1,0,0,0,,1,0,0,,0,0,0,,1,0,0,0,0,0,0
172,,7651,"A knock on the door. ""Who could it be at this hour?!"" I shuffle down the hall. ""Who is it?"" I ask. It's a bad bitch and a burrito. The end.",1,1,1,1,,1,1,1,,1,1,1,,0,2,0,0,0,1,0
173,,5780,@bitchdicknigga yeah cum itch my slit baby cakes,1,0,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
174,,19936,"RT @leechee420: I went to GNC today and the cashier had ""bitch, we don't sell chocolate cake here"" written all over her face when she looke&#8230;",1,0,1,0,,1,1,1,,1,1,1,,1,2,1,0,0,1,1
175,,4210,@MichhelleAshley who is this we..? I dont love hoes,1,0,2,0,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
176,,20551,RT @taysymonee: @1inkkofrosess that hoe so icy&#128557;&#128293;,1,1,1,1,,1,1,1,,1,2,1,,1,1,1,1,1,1,1
177,,21864,That ios8 gon get yall bitches fucced up . Trynna hide shit,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
178,,4723,@RussellTpot LOL dude.. I wish they hadn't. I got a DD214 that would make a pussy like you cry for the enemy.,0,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,1,1,1
179,,18811,RT @_____redd: killing these bitches go body for body &#128530;&#128524;&#127911;,1,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
180,,13082,Marca got so many hoes she confused on what to do,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,0,1,1,1
181,,11696,I'm such a bitch to Austin &#128514;&#128514;,1,0,1,0,,0,1,0,,0,2,0,,1,1,1,0,0,1,0
182,,4805,@Seanability I love her too much. Maybe one of my bitchier birds...,1,0,1,0,,1,1,1,,1,1,1,,1,1,1,0,0,1,1
183,,12599,"LMaoooo. ... &#171;@whoelsebutkey @nobetternoworst No shade taken. It's Swahili for ho. And like, Den&#8226;suaw. Lol.&#187;",0,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,0,1,0
184,,3010,@D_MrHoopa23 see thats all gill and green bitch ass they didn't help me get my schools either. Y'all still in the tournament,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,1,1,1
185,,17069,RT @NoWomanIsRight: Only way I want a female to cover up if I like her the rest of you hoes I want to see half naked pics on the TL,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
186,,1049,&#128540;&#128583;&#128582; I hate ya bitch ass,1,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
187,,1488,"&#8220;@OnStar: #Mondays are a whole lot better when you're driving a vehicle http://t.co/LIixxMzNdZ&#8221;

""That white pussy uhhh get ya""",1,1,2,1,,1,2,1,,1,0,0,,1,1,1,1,1,1,1
188,,8498,But you can't tell a broke bitch nothin &#128514;&#128514;&#128514; &#128056;&#9749;&#65039;,1,1,1,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
189,,2632,@BekySawyer boats and hoes,1,1,1,1,,1,1,1,,1,2,1,,1,0,0,0,0,1,1
190,,12992,"Love you more, than those bitches before. Say you'll remember, baby, say you'll remember. I will love you until the end of time. &#9203;&#128149;",1,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,0,1,1
191,,18989,RT @argenivee: Its kinda pathetic how these bitches on BGC be 21+ &amp; be acting so childish af,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
192,,10822,"I have to tell you a secret,
""your a stupid hoe""",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
193,,12988,Love having subs cause when my Mom starts being a fucking bitch I just crank up the system. Simple solutions,1,1,2,1,,1,2,1,,1,2,1,,0,2,0,1,1,1,1
194,,5342,@Xianilee BOOM bitches !,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,0,1,1
195,,72,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",1,0,1,0,,0,1,0,,1,2,1,,1,2,1,1,0,1,1
196,,19430,RT @fitemeirl1v1: Lol everyone's a lil bitch,1,1,2,1,,1,2,1,,1,0,0,,1,2,1,0,0,1,1
197,,6204,@godrocamora416 faggot,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,1,1,1,1
198,,21146,Sh*t!!!! RT @DipOnline If K Michelle was apart of Baltimore twitter she'd be one of them hoes saying she's celibate smh,1,1,1,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
199,,4981,@T_Kelllz not only that.. after he pushed him he stepped back lolol. That was some pussy shit,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,1,1,1
200,,3943,@KingHov1313 @Pr3ttyN33 song trash....,1,1,1,1,,1,1,1,,1,2,1,,1,1,1,1,1,1,0
201,,610,"""Yo can I sublet your pussy"" #ShitFahdSays",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
202,,2938,"@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao",1,1,1,1,,1,1,1,,1,2,1,,1,1,1,1,1,1,1
203,,11670,I'm sick as fuck... this shit is for the birds,1,0,2,0,,0,2,0,,1,2,1,,0,2,0,1,0,1,0
204,,23974,Young bitches talk about their new man ALLLL DAY....as if anyone is really intrested in that shit lol,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
205,,16644,RT @LouieVRee: Dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
206,,25115,top notch hoes get the most not the lesser,1,1,1,1,,1,1,1,,1,2,1,,1,1,1,1,0,1,1
207,,5893,@chesteredits @nacbiller not as bad as a former PsyQo nigger THAT LIKES ANIME,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
208,,19938,RT @legapsi06: I've only watched 10mins of this trash and I feel like I just wasted some valuable minutes of my life that I can never get b&#8230;,1,0,1,0,,0,2,0,,0,2,0,,0,2,0,0,0,0,0
209,,8328,"Black Dynamite! &#128514;&#128514;&#128514;&#128514;&#128514;&#128514; ""All the hoes gone?! My dick harder than slavery!"" *wall-slides*",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
210,,16335,RT @Kay_M_es: These bitches act local n think global,1,1,1,1,,1,1,1,,1,1,1,,1,2,1,0,0,1,1
211,,24703,make ur bitch want some more &#127908;&#127911;,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
212,,1015,&#128514;&#128514;&#128514;&#128514; I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
213,,10872,I just seen a hit bitch call a hit bitch ugly .. that shit be funny ctfu,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
214,,20271,"RT @peeabut: Dear god, make me a bird so I can fly far, far far away",1,0,0,0,,0,0,0,,1,0,0,,0,0,0,0,0,0,0
215,,14361,RT @3Much4TheseHoez: RT @iDntWearCondoms: If I DM u don't announce it to the timeline bitch I'm tryna fuck on the low,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
216,,3721,@JawShoeeAhhh bitch answer me lol,1,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
217,,2978,@Crowe_FaShow cause of the loads of pussy you get right,1,1,1,1,,1,1,1,,1,1,1,,1,2,1,1,1,1,1
218,,18607,RT @YunGMiGo: Spit da same game to hoes like da same clothes money bring power so we like a bankroll @Shane_A1,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,1,1,1
219,,6072,@eburnns oh wow the bitch is bitching again #niggasuprized,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
220,,4808,"@Selecta_kerry I seeing ppl saying running a train on a bird, and a parry is the same thing, but das not what I know..so looking for clarity",1,0,0,0,,0,0,0,,1,2,1,,1,0,0,0,0,1,0
221,,14790,"RT @Book_Krazy: I don't always get drunk and pass out but when I do, when did they start making colored duct tape?",1,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0
222,,313,"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",1,1,0,0,,1,0,0,,1,2,1,,1,1,1,0,0,1,0
223,,5652,@alexrice_ wow your like 3 years late bitch,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,0,1,1
224,,22884,Vagina flavored bacon bitch,1,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
225,,9324,Fed ex some real hoe boys,1,1,2,1,,1,2,1,,1,1,1,,1,1,1,0,1,1,1
226,,9603,Fuk wit a real nicca,1,1,2,1,,1,2,1,,1,1,1,,1,1,1,1,1,1,1
227,,15028,RT @ChiefKeef: If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,1,1,2,1,,1,2,1,,1,2,1,,0,2,0,1,1,1,1
228,,14111,Peace faggots. http://t.co/0i54t117x9,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,1,1,1,1
229,,13562,Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1,1,1,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0
230,,20869,"RT @yunglust: @WeakndMLG @hannahtherapper she a hoe year-round, yeezy taught me",1,1,1,1,,1,1,1,,1,1,1,,1,2,1,1,1,1,1
231,,17006,RT @NerdAtCoolTable: RT @RealSheemBacc: For every bad bitch there is a nigga who treats them like shit &amp; yet they stay..... I wanna ...,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
232,,6463,"@jordan536633 @heydenbunsyolo @bird_lovin bitch what huh nigga am not gonna do damn thing sir this my page, oh what u forgot",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
233,,3459,@HiPHopFeEeN old with a old wolf pussy that is,1,1,2,1,,1,1,1,,1,1,1,,1,2,1,1,1,1,1
234,,13507,Nah Mimi a bitch,1,1,1,1,,1,1,1,,1,1,1,,1,2,1,1,1,1,1
235,,20981,"Rise up, gonna get higher and higher! Its all hips and nips, otherwise I ain't eating!",1,1,0,0,,1,0,0,,1,2,1,,0,2,0,0,0,0,0
236,,14838,RT @BrodyBolerjack: @Tonyjohns000 johns.... be honest.... you got hoes in different area codes,1,1,1,1,,1,1,1,,1,1,1,,1,2,1,0,1,1,0
237,,25174,what a retard lol,1,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
238,,6560,"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""",1,1,0,0,,1,0,0,,1,2,1,,1,2,1,0,0,0,0
239,,5816,@bri_shackelford @bellaangeletti sorry dyslexia is a bitch,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,1,0,1,1
240,,14529,"RT @AndyMilonakis: You give these bitches the Amex once, they gonna act like a chilly snob and try to go get that cardigan",1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,1,1,1
241,,17057,RT @NoChillPaz: That bitch is dirty http://t.co/gWvAnyKzoo,1,1,1,1,,1,1,1,,1,1,1,,1,2,1,1,1,1,1
242,,17625,RT @SenorSteez This whole week was trash,1,1,1,1,,1,1,1,,0,1,0,,1,1,1,0,0,0,0
243,,11660,I'm retarded hungover and all we had were beers. A lot of beers.,1,0,1,1,,0,1,0,,1,2,1,,0,0,0,0,0,1,1
244,,22888,Vanessa is such a fuckin faggot.,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
245,,9709,Glad I ain't got no bird legs &#128514;,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0
246,,1367,&#8220;@JennaHord12: @ambernicolee05 dreamgirl McKee &#128514;&#8221;Ooh! Bet you wooonnnttt stick dat hoe,1,1,1,1,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
247,,4374,@NatsuKun1 I'm already a hot white bitch and hot Latina get on my level,1,0,1,1,,0,1,0,,1,2,1,,1,2,1,0,0,1,1
248,,16859,RT @MissVoshay: &#8220;@VaIentinesCards: http://t.co/y75Aw0Olm3&#8221; ooooo give this one to the hot pocket hoe #AAMU,1,1,1,1,,1,1,1,,1,2,1,,1,1,1,0,1,1,1
249,,13586,Next bitch I fuck. I'm goin to her spot lol,1,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
250,,12161,Is that the remix fam? &#8220;@Iam_webster: These hoes aint lawyers &#128553;&#127908; lol on god thats my fav Chris Brown song&#8221;,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,0,1,1
251,,25108,today i start breaking in a new pair of docs have mercy on my soles,1,0,0,0,,0,0,0,,0,2,0,,0,0,0,0,0,0,0
252,,1056,&#128553;&#128557; RT @Freegeezy17: My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,0,1,1
253,,5114,@TheRealaaw &#128514;&#128514;&#128514;&#128514; pot of gold ass nigguh,1,1,1,1,,1,1,1,,1,1,1,,1,2,1,1,1,1,1
254,,5705,@asiahh__ nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me,1,1,0,0,,1,0,0,,1,2,1,,1,2,1,0,0,0,0
255,,8395,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
256,,23921,You thought I was playin when I cut that bitch off,1,1,1,1,,1,2,1,,1,1,1,,1,1,1,0,1,1,1
257,,7357,@thejournalist44 best O-Lineman is a rookie. It's him and a bunch of retards I wouldn't trust with a potato gun.,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,1,1,1
258,,19426,RT @fierce_swagg: Unfollow me bitch. I won't cry about it. &#128536;&#128536;,1,1,1,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
259,,7749,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
260,,14547,"RT @AntiJokeJamal: A dick has a sad life: His hair is a mess, his family is nuts, his neighbor's an asshole, his best friend's a pussy & ...",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,0,1,0
261,,15198,"RT @CzarofSwag: To the retards chanting USA at the FC Dallas game, Kansas is in the USA.",1,1,1,1,,1,1,1,,1,2,1,,1,1,1,1,1,1,1
262,,18383,RT @VersaceTweetGod: Jenny was a hoe til she got AIDS until she was ready to settle down with Forrest Gump who tried saving her SO many tim&#8230;,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
263,,6898,@mommajjojo love you too bitch :*,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,0,0,1,1
